username,post,date,url,retweet,is_repost
kem_atrbpn, WUJUDKAN P,2024-08-07T04:08:31.000Z,/kem_atrbpn/status/1821035670661415137,86,false
kem_atrbpn, Halo #SobA,2024-08-06T18:09:50.000Z,/kem_atrbpn/status/1820885005377401114,107,false
kem_atrbpn, Halo #SobA,2024-08-06T08:10:55.000Z,/kem_atrbpn/status/1820734283750985992,110,false
